Lying jew lying to Congress
"The first step taken in preparing for the 9/11 attacks was gaining control of the WTC complex itself. Without
absolute control there would be a huge risk of discovery while the buildings were prepared for demolition. Enter a Zionist-Jew, Larry Silverstein, who obtained a 99-year lease on the WTC on July 24th 2001, approximately six weeks prior to 9/11... see here:  myregisteredsite.com/id178. html

9/11 was designed to initiate the ODED YINON PLAN to create GREATER ISRAEL... see here:  myregisteredsite.com/id71.html

Examine Rabbi Dov Zakheim's (Ehud Barak's right-hand man in the USA) roles prior to, during and since 9/11here:  myregisteredsite.com/id86.html

Examine the Israeli Art Students (Gelatin B-Thing) who were camping out on the 91st floor of the North Tower (WTC1) prior to 9/11. These “Israeli Art Students” were responsible for the installing demo rigging that brought down the WTC buildings... see here:  myregisteredsite.com/id145. html

EXAMINE THE JEW INFESTATION OF THE PENTAGON DURING THE MONTHS PRIOR TO 9/11 HERE:   myregisteredsite.com/id102. html

Secretary of Defense Donald Rumsfeld 'Deserted His Post' While America Was Under Attack on 9/11... see here:  myregisteredsite.com/id103. html

Vice President Dick Cheney was the acting Supreme Commander in Chief on 9/11 who fully cooperated with Paul Wolfowitz in rendering the U.S. military totally useless on 9/11... see here:   myregisteredsite.com/id173. html

Examine President Bush's Farcical Role on 9/11 here:   myregisteredsite.com/id63.html

EXAMINE THE JEW CONTROLLED 9/11 ""OMISSION COMMISSION"" INVESTIGATION FARCE HERE:  myregisteredsite.com/id116. html

The farcical 9/11 Commission completely ignored the third skyscraper to fall on 9/11, the 47 story WTC Building 7, which was not hit by a drone aircraft. When the final report on Building 7 was finally produced in 2008 by the National Institute of Standards and Technology, the investigating authorities blamed normal office fires for it’s collapse. Examine about the collapse of WTC Building 7 here:

 myregisteredsite.com/id72.html

Examine a list of suspects for mass murder, conspiracy to commit mass murder, obstruction of justice, subverting the U.S. Constitution, etc., related to the 9/11 Terror Operation here:

 myregisteredsite.com/id90.html

Examine the information contained in a 9/11 TRUTH PRIMER BOOK here:  myregisteredsite.com/id15.html
 EXAMINE A COMPREHENSIVE LIST OF JEWISH POWER required to pull off 9/11

here:  myregisteredsite.com/id125. html

Examine a Comprehensive History of Modern Zionist Crimes here:

 myregisteredsite.com/id97.html

Henry Ford warned America about the danger of Jewish infestations of countries with his book titled THE INTERNATIONAL JEW - THE WORLD'S FOREMOST PROBLEM... see here:  myregisteredsite.com/id61.html"
"A police force which rejected a potential star recruit because he is a white heterosexual male has been found guilty of discrimination.

Matthew Furlong, 25, whose father is a serving detective inspector in Cheshire Police, had hoped to follow in his footsteps when he applied to join the force in 2017.

After making it through to the interview stage, he said he was told “it was refreshing to meet someone as well prepared as yourself” and that he “could not have done any more”.

But he was later told he had lost out to other candidates, leading his father to lodge a complaint.

Mr Furlong, who studied particle physics and cosmology at Lancaster University, has now won an employment tribunal case which found Cheshire Police discriminated against him on the grounds of sexual orientation, race and sex.

#politics #UK #ForBritain #BritFam   #News

"
Rich people use people. Im stunned.
"(((Adam Schefter))) 'journalist'

(((Bob Kraft)))

175 names?

I wonder how many will be ((( ))).

As 1.7% of the population, they are a lot of the perps, in these cases. 

"
"Ryan Saavedra‏                   8:52 PM - 22 Feb 2019 

BREAKING: ESPN's Schefter reports that ""there are people being arrested that are prominent members of society"" as ""175 more names"" are expected to be announced.



🐸   
    
🐸 
 🐸  
 🐸    🐸   

#MAGA FollowTheWhiteRabbit #REDPILL  #WWG1WGA  #QAnon #QArmy #WWG1WGA #MAGA #PatriotsUnited #AmericaFirst #TheMoreYouKnow"
"there is a quiet storm brewing...

"
RESCUE STADIUM
"sand paper brain, the jihad is against the zionist occupier.

You'll learn this after you read chapters 8 and 47.

Zionism is the enemy, that's in Chapter 5.

 

What's next, Hanafi Jurisprudence or did you need to go focus on Shabat candles for later?"
"Why is this seemingly on the back burner since this NIGGA  Smollett.

Why the rush for MASS MURDER ! 

Why no mention of ABORTION  right now .

Everything thing is a distraction !"
"Shadowy Gaystapo Group Launches Witch Hunt Against Christian Law Firm.

"
"Here is your daily reminder that child molestation is the WHOLE ENTIRE POINT of transgenderism.

"
Preserve European peoples. ❤️
"And just when one might think New York City couldn't get any worse,  ISIS is in the DA's office.....

"
The Pedocrats have lost their traitorous minds!!!
You’re eating up a bunch of jew lies. These were men that just wanted their fucking country back. The same as Americans and Europeans that want to keep their nations free of invading hordes of brown people. It’s not hate to want to have a nation. Maybe you should stop watching jew movies like the ridiculous Schindler’s List.
"When (((they))) tell you the ""Nazis"" banned ALL guns, but the photo evidence says otherwise."
"this is why the alt-right feels as we do about the jews. interview with jewish lobbyist demanding that macron oppress the yellow vests to protect 1% of pop. macron outlawed anti-zionist speech next day.

"
Jews can no more mind their business than shut their whiny mouths....Their hooked noses are genetically evolved for inserting into other people's anuses for a whiff of shit
"THIS!!

It is trauma based mind control that keeps everyone too scared to acknowledge basic facts.

That's why they traumatize your kids by subjugating them to gruesome images of mountains of dead bodies and these skeleton-like prisoners whenever they talk about the holohoax.

They make sure to associate these images with Germans and racial ideology so that whenever someone bring up these topics this trauma is brought to the surface, which brings up anxiety, which turns off their minds to any reason.

The same with slavery. Our kids were brainwashed with that one image, we've all seen it, of the black slave with his back all cut up from a whip. So again, any mention of racial differences and segregation brings up these gruesome images from our subconscious.

You also empathize with these victims, no one likes to see suffering and kids are too ill-informed to understand the complexity of these issues. Their hearts are bigger than their minds during this very impressionable time in their lives, thus, they take the victim's side. But who was the real victim?

They did this on purpose so that we wouldn't be receptive to the racially focused conversations that we desperately need to revisit in order to solve our current problems.

They literally did everything possible to ensure we would never consider racially conscious Nationalistic solutions. A truly scientific degree of thought, research, planning and experimentation went into this.

It is going to take just as much effort on our part to undo this mess."
"Hitler took the guns indeed, eh 

"
"This is why West Yorkshire Police has been nominated at tonight's British Muslim Awards

Their work in defending grooming gangs from racist children .

"
"WTF...

Switzerland: Former army officer on trial for fighting AGAINST the Islamic State ...

"
Hold your heads up high! Be proud of who you are.
"In the first image you have ""how to be a very good goyim"".

In the second, the Aryan wisdom of life."
"The secret to accomplish anything in life is: make an Oath to God and swear to keep it in return of what you want to achieve. You must offer God a sacrifice, it can be anything you think worthy of what you want. But you MUST keep the Oath. Or doom will follow you."
"This notice was published in many journals and magazines. The anti-white propaganda couldn't be more blatant: you know that to keep constant a population you need 2.1 child by couple. So, how can (((science))) help us to make white couples to have the maximum of one child (with one child by couple a race disappear in few generations because the number of new children is each time the half of the previous)? Of course: ""science"" will prove that having two children cause mental illness!!! Just imagine the old folks with ten or more kids... Funny thing is the image they choose to illustrate, because the parents didn't appear a bit unhappy!"
#truelove
"Because it destroys the host culture, they're not talking about a bill in Israel, it's an Israeli magazine talking about why Jews should defeat a bill in a specific US state, think about that for a minute..."
Here's a better one.
What rules ... 😉
Who forgot to pass out the Frag Grenades ?? WTF ?!!  
"Judicial Watch Sues for ‘Coup’ Documents

Judicial Watch announced today that it filed a Freedom of Information Act (FOIA) lawsuit against the U.S. Department of Justice for all records of communication of former FBI Deputy Director Andrew McCabe, the Office of the Attorney General Jeff Sessions, or the Office of Deputy Attorney Gener

"
"I'm okay with that, it's only a problem because people like him think its a problem.

Pretty sure no one has made an issue about Japanese supremacy or even Black supremacy but White is apparently the most vile and evil one?"
"""The fact is, if it came to it, the ONLY group capable of the organizational skill, smarts, and righteous fury to challenge a corrupt US elite is WHITE MEN. And this is why Globohomo tirelessly works to snuff out the first signs of defiance from rebellious White men. They are scared of what we can achieve."" - "
"Canadian student threatened with rape and murder by Chinese students!!' Statement from the Chinese Embassy: ""We strongly support the just and patriotic actions of Chinese students.”

The Chinese government ""strongly"" supports threatening Canadian students with rape and murder simply for winning a student election.

There have been numerous Canadian students expelled for this type of conduct in the past. Time to round up all the Chinese students who made these violent threats, expel them from school and send them back home.

Will it happen? No. Canadian universities make too much money from Chinese students. Go to any Canadian university website and read up on their recruitment goals and it will say that they are aggressively recruiting students from mainland China. Head on over to their Board Member website and read up on how much they charge Chinese students and how they actually make MORE from them on a per-student basis. Then add 2 and 2 together to see why they are not going to risk angering China by expelling their citizens for making death threats and breaking the university hate speech policy. The don't want to slay the golden goose. Equality, safe spaces, and all that stuff are great - until it threatens the profit margins.

"
"The amount of sympathy stories they are spewing out every day about the Jihadi bride while silent on the real victims. She gets so much attention while no media coverage for over 3000 Yazidi girls missing and forced into  slavery. 

We have to feel sorry for her because she was ‘groomed’ &amp; only a child is the msm BS that is being fed to the gullible. 

Yet no sympathy for the white girls ‘groomed’ when children and raped by Muslim paedos. MSM narrative there is ‘had sex with 50 men’ ‘12 year old with 5 lovers.’"
Germany will never forget him. They call out for Hitler.
"Here's all you need to know in 23 seconds. 

This is the red pill. 

"
"Unacceptable:

An illegal alien raped a child in Philadelphia after the city refused to comply with an ICE detainer request &amp; released him back into the city

Sanctuary city mayors should be arrested for defying federal immigration law &amp; be held civilly liable for these incidents"
"Sometimes the news is so heartbreaking, I can't stand it! 😢

Several residents of St Ives in Cambridgeshire, have suffered SERIOUS PSYCHOLOGICAL TRAUMA after 'racist' and 'Islamophobic' stickers magically appeared on windows and lampposts in the town! 

Officers from, wait for it.....Cambridge Constabulary's CRIMINAL OPINIONS UNIT 😁 raced to St Audrey Lane following a 999 call and reports of GROWN MEN FAINTING, after seeing said stickers. 👇

Forensic teams have cordoned off the scene of crime, and the pigs have released a description of the suspect, beleived to be a WHITE MALE, armed with a sticker gun!

Residents have been warned to stay indoors in front of the TV to avoid further exposure to dangerous ideas. The investigation continues."
"The Daily Nationalist: Putin’s State of the Nation Speech – DN 022119

"
"I will not be careful. 

Not like that.  I don't have Ill intent son. 

He made threats.  

Or 

Allegedly at least. 

Keep an eye on the dude.  He might be another J. Compos of Vegas.  

Comes in for one interview &amp; vanished the next week.  

Whole thing could be a hoax if his threats were typed instead of spoken.  Or if he was paid to say  such a thing or whatever.  

The Democrats are desperate.  Why would a maga man be? 

The story don't add up yo.  

So follow it. We'll see what's up."
"Egypt Government Executes 9 #MuslimBrotherhood Members In Single Day

"
"RADIO 3FOURTEEN, February 11, 2019

Jana - How Ethnic Germans Are Discriminated Against

"
"#CAIR is #HAMAS is #CAIR 
#BanSharia #ShariaKills #BanIslam 
#SHARIA is #ISLAM is #SHARIA"
"   

HEAVILY EDITED EMAIL ASLO FORWARDED TO ANDY DEVINE

From: John Alexander Paterson <john>
 Sent: 08 September 2018 07:37
 To: 
 Subject: NATIONAL EMERGENCY POSTED ON FACEBOOK GAB TWITTER... etc BANNED BY THE BBC
THE MOST IMPORTANT TRUTH VIDEO'S YOU WILL EVER SEE.

Dear British Taxpayer

What if you found out that for the last forty years every penny you have paid in taxes has been stolen from the UK Treasury by a Criminal Fraud Network that controls the Banks, Prime Ministers, Presidents (excluding Donal Trump) The BBC, ITV, All Newspapers, Judiciary, Police and ALL 650 so-called ""Politicians"" ?

Wouldn't that be a story to tell around the camp fire or pub..... or IF you are lucky enough to be able to afford to throw a dinner party??

First listen to Professor Antony Sutton here -  

Antony C. Sutton - Psychotronic Weapons and Behavior ...
LEARN MORE AT  - FOLLOW US ON SOCIAL MEDIA - TWITTER:  FACEBOOK: 
www.youtube.com

And then listen to micro-wave expert Barrie Trower here  

Barrie Trower On 5G Microwaves ; There is No safe Place, No Where To Go
Listen to the full interview, and subscribe to The Richie Allen Show by clicking on the links below.   ...
www.youtube.com

The Jewish Talmud says ""The Best Of The Gentiles Should Be Killed""    and ""Gentiles are nothing more than human cattle, born the serve the Jews.

Please note it is no good going to the Police or your Politician, BECAUSE NOBODY CAN HELP YOU  because ""These People""  are above the law.

This is me at the BBC where I met Godfrey Bloom, so where does Nigel Farage stand on this?



www.youtube.com



g role of Procurement - Duration: 6:08. IBM UK &amp; Ireland 13,083 views
www.youtube.com

NONE DARE CALL PROFESSOR SUTTON AN ""ANTI-SEMITE""  This is all documented historical fact that has been banned by the so called ""History Channel"" and especially The Paedophilic Satanic BBC



.
www.youtube.com

AND LAST BUT BY NO MEANS LEAST, My friend Dr James Wickstrom RIP

Watch and weep.... I do it often



Rest in Peace Dr. James P Wickstrom 1942-2018
On March 24th 2018 at 5pm American time Dr. Wickstrom sadly passed away so am making this in tribute to him and to help other lost sheep find his YouTube videos on ...
www.youtube.com

AND THANK GOD FOR THE INTERNET

“For nothing is hidden that shall not become evident, nor anything secret that shall not be known and come to light.
  Lue 8:17

COMMEMORATING END TIME SIGNS &amp; EVENTS: LIFE &amp; DEATH - THE LATE DR JAMES P WICKSTROM A TRUE WARRIOR.



COMMEMORATING END TIME SIGNS &amp; EVENTS: LIFE &amp; DEATH - THE LATE DR JAMES P WICKSTROM 😢
Have just put some recent end time signs and events together to help discern with an open mind, remaining sceptical and questioning everything. The next video will be ...
www.youtube.com

NOW GO WATCH THE TELL-LIE-VISION YOU PATHETIC BUNCH OF MORONS.  YOU CAN'T HANDLE THE TRUTH!

VICTIM OR WARRIOR?
YOU DECIDE!

AN END TO THE SATANIC NEW WORLD ORDER AND THE BBC

Clan Paterson
Motto
Huc Tendimus Omnes (We all strive for this)
Ehesians 5:11"
"War is Peace.  Freedom is Slavery.  That man is a woman.

“In my study of communist societies, I came to the conclusion that the purpose of communist propaganda was not to persuade or convince, not to inform, but to humiliate; and therefore, the less it corresponded to reality the better. When people are forced to remain silent when they are being told the most obvious lies, or even worse when they are forced to repeat the lies themselves, they lose once and for all their sense of probity. To assent to obvious lies is...in some small way to become evil oneself. One's standing to resist anything is thus eroded, and even destroyed. A society of emasculated liars is easy to control. I think if you examine political correctness, it has the same effect and is intended to.” 
― Theodore Dalrymple"
"There is a very unique common thread that can be blamed for ALL forms of anti-Semitism. Wherever one finds anti-Semitism, one also finds (((jews))). Kind of like the presence of mice and mice droppings. Beyond all doubt the two are related. You can bet your bottom dollar on it."
"Having said that let me make it clear Herr Greenblatt, the head of the jewish crime syndicate called the ADL, is correct. Anti-Semitism is NOT a problem of the jews. Anti-Semitism is a TOOL of the jews. It is used to destroy Israel's enemies. It reinforces (((their))) belief all non-jews are their eternal and mortal enemy (so it's OK to destroy them) and for the zionist jew, it justifies the very existence of Israel. Jews LOVE anti-Semitism. In fact if none exists (((they))) will work REAL HARD to create it. Jews are people who love to be hated. They're SICK."
"Greenblat's ""multi-dimensional strategy"" to end anti-Semitism:

1. Censor the goyim

2. Dox the goyim

3. Sue the goyim

4. Frame the goyim

5. Jail the goyim"
"""White Man, let us stand together to secure the survival of our people - they are our beloved, miraculous, wonderful, blessed and masterful white race!""

Commander George Lincoln Rockwell"
Homeschool your children before they ban that too.
"Tranny takes advantage of Jewish bathroom hysteria, grabs a 10 year old girl by the face, shoves her back into the stall, orders her to remove her pants, and told her a man was outside who would kill her mother. A month prior to the incident, the sick fuck filmed a 12-year-old girl on a toilet in another supermarket by holding a cellphone over the stall divider, which means he's a repeat offender.

The sentence? Well, it obviously didn't involve jailtime. That would be transphobic. 

"
"The problem isn't necessarily one of ""waking people up"".

The problem lies in that the vast majority of people are afraid to acknowledge the truth no matter how clearly it may be presented to them. You see, it's not that they just don't get it. Deep down they do get it, they're just too terrified to acknowledge it."
"We are witnessing state-sponsored ethnic cleansing, accomplished through population transfers instead of forcible murder. There is no other way to describe a country that has gone from 90% majority white population to 60% in forty years. Unprecedented treasonous betrayal by our leaders."
Nooses. For all of them.
"Hating you is encouraged.

Hating anyone else is discouraged.

Hating Jews is actively punished."
"Thomas Sowell - A Brief History of the Irish [Link to Book in Description Box]

 This is a very thorough, well researched video. If you have any Irish, or are interested in white mistreatments, watch this. Every American should be well aware of this history !

"
"Jew lover macron equate anti zionist to anti semitism.

"
"hey speaking of goodbye jews sign this petition get them out of congress 
Did you know that more than 85 Member of the House and Senate, have Dual Citizenship with other countries ??? Make it stop Sign the petition  

Dual Citizenship with Any Other Country Should Not be allowed in The United States Congress.     "
"Before some cuckservative responds to this saying, ""I support legal immigration but not illegal,"" I'll just post this article here:

Legal Immigration—The Bigger Problem:  "
Best character in Schindler’s List
And people wonder why Germany was ready for Hitler to rise to power.
"THERE's no justification in my world for such things israel intentionally targeted this child it has come out that the order was given to murder children and likely journalists and medical personnel as well

If you stand with israel I think you're sick no sane person knowing the difference between right and wrong would."
Boggles my mind how most of you don't have someone you're related to who was in WW2 for Axis.
"This is one of the FEW things the Q crowd is right about.
5G tests have resulted in MAJOR illnesses and serious brain damage to those in areas around the tests.
Like vaccinations, the science is being largely ignored. I fully agree that 5G is dangerous. Can it be fixed to be made safer? Sure. 4G has already caused major headaches and illnesses to many living close to the towers. This is a fact. 5G is 10000x the risk, until its ready. Oligarchs are pushing Congress to allow it and its not ready. This has been known for a while by the JWoke community.
The hero artist David Dees (love this guy) drew this a while back:"
"World jewish congress is terrified of the the NORDIC RESISTANCE MOVEMENT 🇸🇪

Sweden is rising and there is NOTHING the jews can do to stop it.

"
"💥#iSRAEL🇮🇱: is Behind Deadly #5G #Technology &amp; The #Extermination🔥 of Planet Earth! 

👉
#SoftKill #Genocide #WiFi #CellPhone #Health #Cancer #Sterilization #EMF #Corruption"
Golden just play Mr_Bond and they will get right on top of it just for you. Yes see that white guy over there playing that racist #Nazi music bump him up to the first in line and make it happen fast.
Yep your right i feel the same way and said all that from day one about this place. Look at their money no way in hell did they get all that from what they clam is a pool of only 1300 people. And #Gab came on the seen at just the time all these other commie Jew platforms were starting to ban people big time and no one else even tired to tap into this market come on people are not stupid. Business / tech and investors would have jumped all over this yet somehow gab was the only one to come along and get big? So i said from knowing that and a lot more about gap from day one that this was a government owned and operated site.
"Yep i know i am i think lots of us are, lolz thanks brother i had great dreams me and my white Nazi Queen were going from state to state killing all the traitors and taking Jew money it was wonderful."
Jews want to take away our guns. 
Dear Burnout and Co. :
"Mr. President .... PLEASE UNSEAL THIS FRAUD'S RECORDS!  Along with the FISA's and other redacted bullcrap Mueller and Rosenstein are not showing ""WE THE PEOPLE""  --- Remember they work for us!

     .                                                  #WWG1WGA #QArmy #WeAreQ #Qanon #GreatAwakening                                                              
                           
                          
                          "
"The #GiletsJaunes movement is spreading - with yellow vest demonstrations seen in Belgium, Italy, Germany and the Netherlands."
lol But sounds like a fake truth crime to me. Apologised pretty quick. 
"When the Jews need someone to help them get more money off investors - why not turn to KPMG? They constantly enlist them to get more money off citizens.

"
"KPMG at it again. What a coincidence.

"
ROFLMFAOOO!
Exactly. There's no point hanging to find out exactly what's going on with anything until the communists have all been hung and burned.
"It's clear that the Iranians never had intentions of building any nukes to begin with, but constant saber rattling by Israel and her (((allies))) basically forced their hand.

At this point they should go ahead and build them. Iranians are bright enough, they're one of the few middle easterners who still make original contributions to science."
"Scheer on the SNC-Lavalin scandal: 'At stake is the integrity of our rule of law'

CTV News
Published on Feb 20, 2019

"
"Disgusting.

#AusFam #AusPol #ausfam #auspol #Ausfam #Auspol #Australia"
"Secretary of State Pompeo says Islamic State Muslima can’t return to USA 
By Pamela Geller - on February 20, 2019

She left to fight with a savage, brutal enemy against the USA.

There is no way she should be allowed to return.

She gave up her citizenship when she turned traitor and joined up with the Islamic State in their war to destroy America in the cause of Islam.

ABC News 
✔ 

Alabama mother begs to return to U.S., says moving to Syria and marrying ISIS fighters was ""a big mistake."" "
#TalmudExposed #TheStorm #DeepStateInPanic #HivitesGetLit #WeThePeople #WalkAway #WWG1WGA #khazarianMafia #DemocratMob #TruthSeekers #DrainTheSwamp #TheGreatAwakening #IslamExposed #HoloHOAX
#2AShallNotBeInfringed
"These knife attacks are government sponsored, prove me wrong."
"Many of the yellow vest protesters in France think Macron,the former Rothschild banker,is a jewish puppet

Where could they have gotten that idea from ?

Really makes you think....."
